Experiment,Architectures,Total Params,GFLOPS,Training Time (sec),Test Accuracy,Test F1 Weightet,Test Precision Weighted,Test Recall Weighted
1,"(1, 3)",40,5.9096519728432246e-08,1.049131155014038,0.3200683176771989,0.1552097366611646,0.1024437279807123,0.3200683176771989
1,"(2, 2)",49,4.959937278014845e-08,1.6129236221313477,0.5933390264730999,0.4983618723605257,0.5325197993186539,0.5933390264730999
1,"(3, 1)",56,7.601783022187519e-08,1.2365520000457764,0.3200683176771989,0.1552097366611646,0.1024437279807123,0.3200683176771989
1,"(1, 4)",47,1.49665433593297e-08,4.944361448287964,0.5906063193851409,0.4734941227361092,0.4487303735440931,0.5906063193851409
1,"(2, 3)",57,5.39511995402173e-08,1.7423152923583984,0.6725875320239112,0.5804603438011993,0.5162242608010654,0.6725875320239112
1,"(3, 2)",65,1.0046068688668697e-07,1.0949556827545166,0.3200683176771989,0.1552097366611646,0.1024437279807123,0.3200683176771989
1,"(4, 1)",71,9.224911231168172e-08,1.3225059509277344,0.4709934528892684,0.3581638514126273,0.3183307921160664,0.4709934528892684
1,"(1, 5)",54,9.031060868189278e-08,0.9522690773010254,0.3200683176771989,0.1552097366611646,0.1024437279807123,0.3200683176771989
1,"(2, 4)",65,1.0639560761677137e-07,1.0150794982910156,0.3200683176771989,0.1552097366611646,0.1024437279807123,0.3200683176771989
1,"(3, 3)",74,1.2938001615284637e-07,0.9738752841949464,0.4709934528892684,0.3609699062190734,0.3287159614742553,0.4709934528892684
1,"(4, 2)",81,1.1635962417907573e-07,1.2031664848327637,0.3200683176771989,0.1552097366611646,0.1024437279807123,0.3200683176771989
1,"(5, 1)",86,1.5966278091545033e-07,0.9394800662994384,0.4709934528892684,0.3773157309705548,0.3962545522145194,0.4709934528892684
1,"(1, 6)",61,9.877623449929508e-08,0.9921414852142334,0.3200683176771989,0.1552097366611646,0.1024437279807123,0.3200683176771989
1,"(2, 5)",73,1.25827438862907e-07,0.9695818424224854,0.391175633361799,0.302057116331193,0.5587148342542935,0.391175633361799
1,"(3, 4)",83,7.92271234274726e-08,1.7923154830932615,0.5847423854255622,0.4433558967318938,0.3570500058483273,0.5847423854255622
1,"(4, 3)",91,1.7490043766015057e-07,0.9033710956573486,0.325533731853117,0.1663939994157725,0.2500035710446501,0.325533731853117
1,"(5, 2)",97,1.1185372128483313e-07,1.5198421478271484,0.582066609735269,0.4412408968608037,0.3553397308626666,0.582066609735269
1,"(6, 1)",101,1.640703999493671e-07,1.084900140762329,0.3200683176771989,0.1552097366611646,0.1024437279807123,0.3200683176771989
1,"(1, 7)",68,9.889985052701392e-08,1.112236261367798,0.3414175918018787,0.1975288920168472,0.3689591020054446,0.3414175918018787
1,"(2, 6)",81,4.077358172281029e-08,3.3354930877685547,0.5627668659265584,0.5244811463927601,0.5830181356265324,0.5627668659265584
1,"(3, 5)",92,6.413034552580785e-08,2.4637322425842285,0.6831767719897524,0.5969629389423143,0.6041932142804853,0.6831767719897524
