Experiment,Total Params,GFLOPS,Epochs,Training Time (sec),Test Accuracy,Test F1 Weightet,Test Precision Weighted,Test Recall Weighted
1,2916421,0.002916066,34,193.00055313110352,0.1424018212862834,0.0355011316120248,0.0202782787056506,0.1424018212862834
2,2916421,0.120081786,39,234.45810866355896,0.1424018212862834,0.0355011316120248,0.0202782787056506,0.1424018212862834
3,2916421,0.237247506,35,199.69190406799316,0.32418895845190665,0.1587363798970223,0.10509848078213206,0.32418895845190665
