Experiment,Total Params,GFLOPS,Epochs,Training Time (sec),Test Accuracy,Test F1 Weightet,Test Precision Weighted,Test Recall Weighted
1,22854437,0.11716572,65,468.8229849338532,0.9974957313602733,0.997493234030104,0.9974968562896606,0.9974957313602733
2,22854437,0.23433144,71,524.458703994751,0.9990324416619236,0.999032382554556,0.9990336878067776,0.9990324416619236
3,22854437,0.35149716,87,640.8149042129517,0.9997723392145703,0.9997722928158997,0.9997725178070672,0.9997723392145703
